latitude,longitude,h_loc_count,hour,day_of_week,is_weekend,is_night,road_surface_encoded,weather_risk_score,is_raining,is_high_wind,is_fog,risk_score,severity
53.227404,-1.41756,83,21,7,1,0,1,0,0,0,0,33.33,3
50.846304,0.456229,38,17,2,0,0,0,1,0,1,0,33.33,3
53.179553,-2.915704,45,19,1,0,0,0,1,0,1,0,33.33,3
50.938363,0.529833,4,5,3,0,1,2,2,0,1,0,33.33,3
52.284987,-1.954376,18,18,3,0,0,0,1,0,1,0,33.33,3
53.853599,-0.279454,7,18,2,0,0,1,2,1,1,0,33.33,3
50.915356,-3.309136,0,17,2,0,0,0,1,0,1,0,33.33,3
52.580089,0.98163,16,11,3,0,0,1,1,0,1,0,33.33,3
52.654818,-0.487465,39,19,4,0,0,0,1,0,1,0,66.67,2
52.842808,-1.296222,91,6,5,0,0,0,1,0,1,0,33.33,3
51.384524,-0.518799,52,12,1,0,0,0,1,0,1,0,33.33,3
52.296119,-0.936273,4,16,4,0,0,0,1,0,1,0,66.67,2
55.438715,-2.771912,10,17,4,0,0,0,1,0,1,0,33.33,3
54.966004,-1.475153,90,19,4,0,0,0,1,0,1,0,66.67,2
52.414677,-1.504487,160,18,1,0,0,1,2,1,1,0,66.67,2
50.926036,-1.354278,33,7,3,0,0,0,1,0,1,0,33.33,3
51.224716,-2.955145,5,11,6,1,0,0,1,0,1,0,33.33,3
51.16766,-0.115233,7,16,5,0,0,1,1,0,1,0,33.33,3
52.534834,-1.98493,52,10,1,0,0,0,1,0,1,0,33.33,3
50.98641,0.474449,9,10,2,0,0,0,1,0,1,0,33.33,3
52.334905,-0.197952,23,3,2,0,1,1,2,1,1,0,33.33,3
52.358434,0.225675,20,18,1,0,0,0,1,0,1,0,33.33,3
52.449491,-1.919628,66,17,2,0,0,0,1,0,1,0,33.33,3
52.390717,-1.174413,19,12,5,0,0,0,1,0,1,0,33.33,3
50.870895,-0.127515,48,17,5,0,0,0,1,0,1,0,33.33,3
51.736143,-3.500717,24,11,4,0,0,0,1,0,1,0,33.33,3
55.857941,-4.252685,461,13,5,0,0,0,1,0,1,0,66.67,2
53.867086,-2.393527,56,20,4,0,0,0,1,0,1,0,33.33,3
51.088759,-0.645214,6,12,6,1,0,0,1,0,1,0,33.33,3
51.247421,-0.76163,101,12,1,0,0,0,1,0,1,0,33.33,3
51.262586,-1.1032,45,13,1,0,0,0,0,0,0,0,66.67,2
51.485005,-0.182546,418,11,6,1,0,1,1,0,1,0,33.33,3
51.186927,-3.440308,10,17,4,0,0,0,0,0,0,0,33.33,3
50.769791,-3.46504,2,14,6,1,0,1,1,0,1,0,33.33,3
51.456515,0.146247,170,7,1,0,0,0,1,0,1,0,33.33,3
51.487988,-0.076411,331,9,1,0,0,0,1,0,1,0,33.33,3
52.060696,1.188378,58,11,5,0,0,0,1,0,1,0,33.33,3
50.785141,-1.09974,39,17,4,0,0,0,1,0,1,0,33.33,3
53.327726,-1.365595,26,8,4,0,0,0,1,0,1,0,33.33,3
54.978484,-1.432648,34,14,6,1,0,0,1,0,1,0,33.33,3
53.421364,-1.967012,3,10,6,1,0,3,2,1,1,0,33.33,3
51.544596,-0.484186,90,17,6,1,0,0,1,0,1,0,33.33,3
51.445485,-2.484744,23,15,2,0,0,0,1,0,1,0,33.33,3
53.907336,-3.042519,16,20,5,0,0,0,1,0,1,0,33.33,3
52.537858,-1.82894,96,11,1,0,0,0,1,0,1,0,33.33,3
53.589738,-2.287611,128,23,2,0,1,1,1,0,1,0,33.33,3
51.483824,-2.629022,17,17,1,0,0,0,1,0,1,0,33.33,3
51.329437,1.402402,33,8,3,0,0,0,1,0,1,0,33.33,3
52.562987,1.423953,4,15,1,0,0,0,1,0,1,0,33.33,3
53.165887,-0.649366,3,15,7,1,0,0,1,0,1,0,33.33,3
52.563332,-2.0159,26,16,4,0,0,0,1,0,1,0,33.33,3
53.876192,-1.644346,4,16,1,0,0,0,1,0,1,0,33.33,3
54.714066,-3.506002,11,9,5,0,0,0,1,0,1,0,33.33,3
52.457469,-1.889885,174,22,7,1,1,1,0,0,0,0,66.67,2
53.667626,-1.464784,36,15,5,0,0,1,1,0,1,0,66.67,2
51.908485,-0.434747,27,8,7,1,0,0,1,0,1,0,33.33,3
53.848837,-1.838689,80,18,1,0,0,0,1,0,1,0,33.33,3
52.461472,-2.027637,49,21,4,0,0,0,1,0,1,0,33.33,3
54.380624,-2.876026,7,11,6,1,0,0,1,0,1,0,66.67,2
53.782107,-1.544219,106,20,6,1,0,1,0,0,0,0,33.33,3
52.042445,-3.198772,5,10,3,0,0,0,1,0,1,0,33.33,3
51.643701,-0.0467,97,19,6,1,0,0,1,0,1,0,33.33,3
52.997234,-0.409363,81,12,5,0,0,1,2,1,1,0,33.33,3
53.50784,-2.961216,14,15,2,0,0,0,1,0,1,0,33.33,3
51.222029,-1.472292,25,17,2,0,0,0,1,0,1,0,33.33,3
50.443843,-3.583259,32,20,3,0,0,0,1,0,1,0,33.33,3
54.589188,-1.267535,2,7,5,0,0,0,1,0,1,0,66.67,2
53.744039,-0.344744,318,11,3,0,0,0,1,0,1,0,33.33,3
52.912332,-1.519348,53,12,6,1,0,1,1,0,1,0,33.33,3
51.532748,-3.390642,24,11,1,0,0,0,1,0,1,0,33.33,3
52.208467,0.122005,181,15,1,0,0,0,1,0,1,0,33.33,3
51.535563,-1.77707,11,18,5,0,0,0,1,0,1,0,33.33,3
53.458941,-2.007045,30,1,4,0,1,0,1,0,1,0,66.67,2
51.558793,0.012848,73,14,7,1,0,0,1,0,1,0,33.33,3
52.002517,-0.682772,3,18,7,1,0,1,2,1,1,0,33.33,3
53.690851,-1.709362,15,16,3,0,0,1,2,1,1,0,33.33,3
53.714256,-2.498163,13,8,2,0,0,1,1,0,1,0,33.33,3
51.861524,-0.473992,3,9,4,0,0,1,1,0,1,0,66.67,2
51.295712,-0.753303,64,12,1,0,0,0,1,0,1,0,33.33,3
50.450264,-4.696219,11,8,1,0,0,1,2,1,1,0,33.33,3
50.423922,-4.94057,7,12,1,0,0,0,1,0,1,0,33.33,3
52.432797,-2.007616,27,16,6,1,0,1,2,1,1,0,33.33,3
52.435924,-1.394954,15,16,5,0,0,1,1,0,1,0,33.33,3
55.87894,-4.350472,69,23,6,1,1,1,2,1,1,0,33.33,3
52.570615,-2.011476,75,16,7,1,0,1,0,0,0,0,33.33,3
52.359355,-1.243869,6,0,7,1,1,1,1,0,1,0,33.33,3
55.039978,-1.438351,50,18,6,1,0,1,2,1,1,0,33.33,3
51.595314,0.084346,93,22,1,0,1,0,1,0,1,0,33.33,3
52.910076,0.49689,15,23,6,1,1,0,1,0,1,0,33.33,3
51.508596,-0.127278,834,19,4,0,0,0,1,0,1,0,33.33,3
51.407058,-2.571609,32,9,3,0,0,0,1,0,1,0,33.33,3
51.446477,-0.019151,335,11,1,0,0,1,2,1,1,0,33.33,3
54.996927,-1.498822,48,9,5,0,0,0,1,0,1,0,33.33,3
51.570502,-0.096018,269,9,4,0,0,0,1,0,1,0,66.67,2
51.526093,-0.085906,453,16,6,1,0,0,1,0,1,0,66.67,2
53.714884,-1.892083,62,13,1,0,0,0,1,0,1,0,33.33,3
50.362949,-4.961127,7,13,6,1,0,1,2,1,1,0,33.33,3
51.482463,-0.27007,35,9,2,0,0,1,1,0,1,0,33.33,3
50.839427,-0.133746,89,20,2,0,0,1,2,1,1,0,33.33,3
52.388729,-1.451144,25,12,6,1,0,0,1,0,1,0,66.67,2
53.031328,-1.451371,7,20,5,0,0,0,1,0,1,0,33.33,3
56.716779,-3.870731,1,21,4,0,0,1,2,1,1,0,66.67,2
54.944215,-1.465602,30,11,4,0,0,0,1,0,1,0,33.33,3
50.590608,-2.476053,36,22,6,1,1,1,2,1,1,0,33.33,3
55.837083,-4.48179,17,8,4,0,0,1,2,1,1,0,33.33,3
51.651567,-3.525532,5,18,2,0,0,1,1,0,1,0,33.33,3
51.741366,-0.00425,6,9,5,0,0,0,1,0,1,0,33.33,3
51.571576,-0.151965,51,19,3,0,0,1,2,1,1,0,33.33,3
54.684761,-1.216488,126,14,3,0,0,0,1,0,1,0,33.33,3
53.729712,-1.59617,21,11,4,0,0,0,1,0,1,0,33.33,3
52.737602,1.140099,2,8,5,0,0,1,2,1,1,0,33.33,3
53.496304,-2.305067,39,15,5,0,0,0,1,0,1,0,33.33,3
51.280866,0.284604,3,16,4,0,0,1,1,0,1,0,33.33,3
53.046162,-1.297688,13,22,5,0,1,2,1,0,1,0,33.33,3
55.05947,-1.45624,15,11,1,0,0,0,1,0,1,0,33.33,3
51.468551,-0.271892,70,19,7,1,0,0,1,0,1,0,33.33,3
51.291153,-0.045064,2,0,5,0,1,0,1,0,1,0,33.33,3
50.929585,-1.39578,56,21,3,0,0,0,1,0,1,0,33.33,3
51.243427,-0.732941,100,16,3,0,0,0,0,0,0,0,33.33,3
53.039934,-2.169693,82,13,3,0,0,0,1,0,1,0,33.33,3
53.741041,-2.452843,48,15,3,0,0,0,1,0,1,0,33.33,3
53.372416,-1.230406,11,14,7,1,0,0,1,0,1,0,33.33,3
52.628236,-1.967021,47,20,6,1,0,0,1,0,1,0,33.33,3
50.822847,-0.339858,6,7,3,0,0,1,1,0,1,0,33.33,3
52.593628,-1.982547,81,18,5,0,0,1,2,1,1,0,33.33,3
52.873558,-1.558257,16,22,5,0,1,1,1,0,1,0,100.0,1
51.72913,-2.274493,2,18,6,1,0,1,1,0,0,1,33.33,3
52.689817,-2.031332,140,17,3,0,0,1,2,1,1,0,33.33,3
57.52089,-2.153893,0,10,3,0,0,1,1,0,1,0,66.67,2
53.562242,-2.319733,53,21,6,1,0,1,1,0,1,0,33.33,3
53.385678,-2.255863,80,8,5,0,0,0,1,0,1,0,66.67,2
55.970803,-4.587796,3,8,6,1,0,0,1,0,1,0,33.33,3
55.977589,-2.695113,0,14,6,1,0,2,2,0,1,0,33.33,3
51.439619,-0.161182,238,16,6,1,0,0,1,0,1,0,66.67,2
54.911736,-2.940403,36,2,6,1,1,0,1,0,1,0,33.33,3
53.796691,-1.38784,29,1,6,1,1,0,1,0,1,0,33.33,3
55.118413,-1.518625,45,12,6,1,0,1,2,1,1,0,66.67,2
53.171452,-2.818437,14,17,3,0,0,1,0,0,0,0,33.33,3
53.451784,-2.72714,91,8,3,0,0,1,2,1,1,0,33.33,3
52.739783,0.147284,17,15,2,0,0,0,1,0,1,0,33.33,3
51.630091,-3.976637,50,16,3,0,0,0,0,0,0,0,33.33,3
53.104775,-2.024015,98,10,2,0,0,0,1,0,1,0,33.33,3
53.401528,-2.887824,41,17,2,0,0,0,1,0,1,0,66.67,2
51.380854,-0.301352,34,23,5,0,1,1,1,0,1,0,33.33,3
53.01303,-0.448136,1,10,5,0,0,1,1,0,1,0,33.33,3
53.992795,-1.723889,4,8,7,1,0,0,1,0,1,0,33.33,3
54.284391,-0.399808,132,16,3,0,0,0,1,0,1,0,66.67,2
51.517712,-0.118112,480,12,3,0,0,0,1,0,1,0,66.67,2
53.71826,-2.65596,92,8,3,0,0,0,1,0,1,0,33.33,3
50.865842,-0.993881,52,13,1,0,0,0,1,0,1,0,66.67,2
52.411525,-2.277092,6,19,5,0,0,0,1,0,1,0,100.0,1
52.692851,-2.490897,60,21,1,0,0,0,1,0,1,0,33.33,3
52.50768,-1.745222,24,2,3,0,1,0,1,0,1,0,66.67,2
50.304827,-3.785918,19,9,1,0,0,0,1,0,1,0,33.33,3
53.221595,-3.606512,2,7,4,0,0,0,1,0,1,0,66.67,2
53.640889,-1.347745,14,8,3,0,0,0,1,0,1,0,33.33,3
51.542134,-0.110182,99,14,4,0,0,0,1,0,1,0,33.33,3
54.290673,-1.337828,5,19,3,0,0,0,1,0,1,0,33.33,3
53.585537,-1.522771,23,8,2,0,0,0,1,0,1,0,33.33,3
51.243794,-0.606995,43,8,4,0,0,0,1,0,1,0,33.33,3
55.838745,-4.250616,46,13,1,0,0,0,1,0,1,0,66.67,2
51.081913,-1.001479,1,17,5,0,0,1,2,1,1,0,66.67,2
52.16158,-1.874974,4,9,3,0,0,1,2,1,1,0,33.33,3
52.602128,-1.155678,59,15,6,1,0,1,2,1,1,0,33.33,3
51.45962,-0.129428,161,15,5,0,0,0,1,0,1,0,33.33,3
51.485559,-3.684036,16,9,3,0,0,0,0,0,0,0,33.33,3
53.382864,-1.464452,380,12,1,0,0,0,1,0,1,0,33.33,3
51.627577,-0.161971,47,23,1,0,1,0,1,0,1,0,33.33,3
51.08123,-1.853925,7,10,7,1,0,1,1,0,1,0,33.33,3
51.616267,-3.969824,72,11,2,0,0,0,1,0,1,0,33.33,3
51.818666,-0.8119,140,11,7,1,0,0,1,0,1,0,33.33,3
52.576946,-3.555095,6,14,4,0,0,1,2,1,1,0,33.33,3
51.167877,1.253991,3,16,3,0,0,0,1,0,1,0,100.0,1
52.828177,-1.643317,32,18,6,1,0,0,0,0,0,0,33.33,3
50.840198,0.472812,95,12,2,0,0,0,1,0,1,0,33.33,3
51.425146,0.333512,74,11,1,0,0,1,2,1,1,0,33.33,3
53.273871,-3.179557,16,16,4,0,0,0,1,0,1,0,33.33,3
51.507031,-0.378368,216,12,7,1,0,1,1,0,1,0,33.33,3
53.665235,-1.493721,27,21,2,0,0,0,1,0,1,0,66.67,2
51.023808,-1.446314,1,11,1,0,0,0,1,0,1,0,33.33,3
51.54325,-0.062832,84,13,5,0,0,0,1,0,1,0,33.33,3
53.421443,-2.158117,68,8,4,0,0,0,1,0,1,0,33.33,3
55.332693,-3.444247,9,9,1,0,0,0,1,0,1,0,33.33,3
52.998696,-1.133955,81,13,1,0,0,0,1,0,1,0,33.33,3
53.774084,-0.307596,43,13,5,0,0,0,1,0,1,0,33.33,3
52.57511,-2.005574,64,19,7,1,0,0,1,0,1,0,33.33,3
52.629105,-1.107584,174,22,3,0,1,0,1,0,1,0,33.33,3
51.440221,0.077275,52,23,5,0,1,0,1,0,1,0,33.33,3
51.243878,-0.676193,3,14,6,1,0,0,1,0,1,0,33.33,3
51.128166,-2.994881,148,17,4,0,0,0,0,0,0,0,33.33,3
51.485591,-0.299478,42,9,1,0,0,0,1,0,1,0,33.33,3
51.30901,-0.053488,27,14,2,0,0,1,1,0,1,0,33.33,3
51.423147,-0.494105,26,2,7,1,1,0,1,0,1,0,66.67,2
57.540192,-4.015991,1,15,4,0,0,0,1,0,1,0,33.33,3
51.506251,-2.489135,53,17,1,0,0,0,1,0,1,0,33.33,3
52.946709,-1.167885,70,12,4,0,0,0,1,0,1,0,33.33,3
51.360959,-2.885155,13,17,4,0,0,1,2,1,1,0,33.33,3
51.63368,-3.324946,5,22,6,1,1,0,1,0,1,0,33.33,3
51.571877,-1.770833,94,12,1,0,0,0,1,0,1,0,33.33,3
52.915829,-0.645261,96,11,6,1,0,0,1,0,1,0,33.33,3
52.321059,-2.523011,4,14,2,0,0,0,1,0,1,0,66.67,2
51.777333,0.197538,1,15,4,0,0,0,1,0,1,0,66.67,2
50.997091,-1.356855,33,18,5,0,0,0,1,0,1,0,33.33,3
55.808375,-3.740744,9,17,2,0,0,1,1,0,1,0,66.67,2
51.560223,0.120541,112,17,5,0,0,1,2,1,1,0,33.33,3
51.494352,-3.220929,55,15,5,0,0,1,0,0,0,0,33.33,3
52.706224,-2.906504,0,15,7,1,0,0,1,0,1,0,33.33,3
53.73222,-1.880215,45,9,7,1,0,1,1,0,1,0,33.33,3
53.373447,-3.047473,62,17,2,0,0,0,1,0,1,0,66.67,2
51.482137,-0.452701,105,13,7,1,0,0,1,0,1,0,33.33,3
54.981479,-2.093405,37,16,1,0,0,1,2,1,1,0,33.33,3
53.779599,-2.233668,16,9,1,0,0,1,2,1,1,0,33.33,3
50.811186,-1.985633,7,14,5,0,0,0,1,0,1,0,33.33,3
52.501668,-1.797702,63,8,5,0,0,0,1,0,1,0,66.67,2
52.436747,-1.493501,126,17,5,0,0,0,1,0,1,0,66.67,2
53.318267,-2.005521,1,19,3,0,0,0,1,0,1,0,66.67,2
52.325934,0.884064,18,16,4,0,0,0,1,0,1,0,33.33,3
51.620755,0.305974,90,8,4,0,0,0,1,0,1,0,33.33,3
51.465355,-0.156548,193,8,1,0,0,1,2,1,1,0,33.33,3
53.376941,-2.69114,12,9,1,0,0,0,1,0,1,0,33.33,3
52.112282,-2.327366,46,11,2,0,0,0,1,0,1,0,33.33,3
55.562741,-2.83729,4,14,1,0,0,0,1,0,1,0,66.67,2
54.968521,-1.620391,443,0,7,1,1,0,1,0,1,0,33.33,3
57.154481,-2.15022,37,23,7,1,1,0,1,0,1,0,33.33,3
51.35475,-0.683771,82,13,4,0,0,0,1,0,1,0,33.33,3
53.541958,-2.09413,130,10,5,0,0,0,1,0,1,0,66.67,2
53.426025,-2.928968,142,6,6,1,0,0,1,0,1,0,66.67,2
53.697856,-1.707042,8,12,7,1,0,0,1,0,1,0,66.67,2
51.610079,-3.405857,64,10,4,0,0,1,0,0,0,0,66.67,2
51.249441,-0.139833,3,20,5,0,0,1,1,0,1,0,33.33,3
51.531815,-0.105996,367,16,1,0,0,0,1,0,1,0,33.33,3
52.516993,-1.900936,166,1,1,0,1,1,2,1,1,0,33.33,3
51.574701,0.63517,30,7,3,0,0,1,1,0,1,0,33.33,3
52.70571,-3.035112,6,19,3,0,0,0,1,0,1,0,33.33,3
51.450492,-2.606689,135,17,5,0,0,1,2,1,1,0,33.33,3
53.757339,-0.305842,141,20,4,0,0,0,1,0,1,0,33.33,3
51.495503,-0.175213,357,17,4,0,0,0,1,0,1,0,33.33,3
51.479929,-0.067533,240,21,7,1,0,0,1,0,1,0,33.33,3
53.138075,0.302114,18,14,6,1,0,0,0,0,0,0,33.33,3
53.423346,-1.492536,72,11,2,0,0,2,1,0,1,0,33.33,3
53.260177,-1.428508,116,18,4,0,0,0,1,0,1,0,33.33,3
51.342296,1.273233,6,16,2,0,0,1,2,1,1,0,33.33,3
51.888029,0.259467,15,22,6,1,1,0,1,0,1,0,33.33,3
52.568801,-0.241941,160,14,3,0,0,0,1,0,1,0,33.33,3
51.714738,0.235906,13,16,6,1,0,0,1,0,1,0,33.33,3
51.512596,-0.129997,946,16,4,0,0,0,1,0,1,0,33.33,3
51.417221,-2.58928,77,19,5,0,0,0,1,0,1,0,33.33,3
52.503128,-2.23907,0,7,3,0,0,1,0,0,0,0,66.67,2
53.421533,-1.46833,41,17,2,0,0,0,1,0,1,0,33.33,3
52.383866,0.67312,26,16,4,0,0,0,1,0,1,0,33.33,3
53.405147,-2.908657,54,14,3,0,0,0,1,0,1,0,33.33,3
51.552931,-0.243597,145,0,7,1,1,1,2,1,1,0,33.33,3
51.439882,-0.889811,38,9,1,0,0,0,1,0,1,0,33.33,3
51.278354,1.11465,18,11,5,0,0,0,1,0,1,0,33.33,3
53.803793,-1.50496,81,18,1,0,0,0,1,0,1,0,33.33,3
52.972698,-0.064443,12,9,1,0,0,0,1,0,1,0,33.33,3
51.382508,0.56202,58,18,5,0,0,1,1,0,1,0,33.33,3
54.716413,-1.745539,48,17,5,0,0,0,1,0,1,0,33.33,3
51.759454,-1.213071,101,14,5,0,0,0,1,0,1,0,33.33,3
51.553393,0.174319,13,19,5,0,0,0,1,0,1,0,33.33,3
51.401317,0.413248,54,21,1,0,0,0,1,0,1,0,33.33,3
54.616981,-1.598893,10,6,4,0,0,1,2,1,1,0,33.33,3
53.309561,-2.544919,12,8,5,0,0,1,2,1,1,0,33.33,3
53.411427,-2.910296,162,20,5,0,0,0,1,0,1,0,33.33,3
51.47497,-0.039662,260,8,3,0,0,0,1,0,1,0,33.33,3
50.384952,-4.138503,119,17,3,0,0,0,1,0,1,0,33.33,3
51.770286,-0.428517,3,10,3,0,0,0,1,0,1,0,33.33,3
53.814493,-2.709102,10,9,5,0,0,1,1,0,1,0,33.33,3
52.633534,-2.050057,28,9,2,0,0,1,2,1,1,0,33.33,3
53.618347,-1.889759,1,1,2,0,1,1,1,0,1,0,66.67,2
53.791441,-1.869724,10,9,2,0,0,0,1,0,1,0,33.33,3
53.083588,-2.521756,5,12,1,0,0,0,1,0,1,0,33.33,3
52.937388,-1.45122,54,20,3,0,0,1,1,0,1,0,33.33,3
53.386228,-2.74617,11,20,1,0,0,0,1,0,1,0,33.33,3
52.541155,-2.122497,77,16,5,0,0,0,1,0,1,0,33.33,3
51.522139,0.072641,199,17,6,1,0,0,1,0,1,0,33.33,3
51.771999,-1.071544,5,8,2,0,0,0,1,0,1,0,33.33,3
51.63081,-0.055635,125,9,4,0,0,0,1,0,1,0,33.33,3
52.472856,-1.906777,147,14,2,0,0,1,2,1,1,0,33.33,3
50.27319,-4.789643,14,20,6,1,0,2,1,0,1,0,33.33,3
53.489927,-2.367118,84,20,1,0,0,0,1,0,1,0,66.67,2
54.871671,-1.730849,5,14,3,0,0,1,2,1,1,0,33.33,3
51.483354,-0.306475,61,14,3,0,0,0,1,0,1,0,33.33,3
54.281478,-0.431258,37,19,3,0,0,1,2,1,1,0,33.33,3
54.766215,-3.31908,10,16,4,0,0,1,2,1,1,0,33.33,3
53.471716,-1.21234,6,12,1,0,0,0,1,0,1,0,33.33,3
52.819632,1.375375,10,12,6,1,0,1,2,1,1,0,33.33,3
51.20962,-1.176525,21,8,7,1,0,0,1,0,1,0,33.33,3
53.558736,-0.078252,115,20,7,1,0,1,1,0,1,0,33.33,3
53.239975,0.116196,7,11,6,1,0,0,1,0,1,0,33.33,3
53.549005,-2.915962,17,13,4,0,0,0,1,0,1,0,33.33,3
51.487449,-0.266712,122,15,3,0,0,0,1,0,1,0,33.33,3
51.324705,-0.447959,128,8,5,0,0,0,1,0,1,0,66.67,2
53.077687,-0.773049,24,17,2,0,0,0,1,0,1,0,33.33,3
56.138156,-3.923967,15,10,6,1,0,0,1,0,1,0,33.33,3
51.341883,-0.95004,12,11,6,1,0,0,1,0,1,0,33.33,3
51.345412,-2.974595,124,17,4,0,0,1,0,0,0,0,33.33,3
51.874126,-3.17192,3,12,5,0,0,1,2,1,1,0,33.33,3
52.030622,-0.215461,17,12,2,0,0,0,1,0,1,0,33.33,3
53.371115,-3.015702,62,17,1,0,0,1,2,1,1,0,33.33,3
51.337903,-0.697031,30,9,7,1,0,1,1,0,1,0,33.33,3
51.633936,-0.722521,19,15,4,0,0,0,1,0,1,0,33.33,3
53.80187,-2.993285,21,11,7,1,0,0,1,0,1,0,33.33,3
51.555573,0.701152,93,21,3,0,0,0,1,0,1,0,33.33,3
51.664174,0.06538,16,17,2,0,0,0,0,0,0,0,66.67,2
51.492652,-0.200249,254,3,7,1,1,0,1,0,1,0,33.33,3
53.634203,-2.333132,34,8,5,0,0,0,1,0,1,0,33.33,3
53.916941,-2.179167,23,23,4,0,1,1,2,1,1,0,33.33,3
51.535423,0.565121,60,13,6,1,0,0,1,0,1,0,66.67,2
52.070221,-2.381769,0,16,1,0,0,1,1,0,1,0,33.33,3
52.445943,-1.805608,21,20,2,0,0,0,1,0,1,0,33.33,3
51.157024,-0.423562,2,15,4,0,0,1,2,1,1,0,33.33,3
53.262081,-1.584547,18,18,3,0,0,0,1,0,1,0,33.33,3
55.887877,-4.286404,82,10,5,0,0,0,1,0,1,0,33.33,3
